title,abstract,keywords,year,journal_title,license,link_doi,link_pdf,query
Amazons in the Historia adversus paganos of Orosius. The history of the reception and reinterpretation of the myth,"Opowieść o Amazonkach zawarta w Historia adversus paganos Orozjusza nie mówi nic o nich, ale pokazuje sposób patrzenia na rzeczywistość jej autora. Orozjusz wierzył w istnienie królestwa Amazonek. Poświęcił im sporo miejsca, gdyż postrzegał je jako krewne Gotów. Chciał pokazać, że rzeczywistość jego chrześcijańskich czasów nie jest gorsza niż pogańska przeszłość. Orozjusz streszczał Epitome Justyna. Niektóre imiona królowych Amazonek brzmią u niego inaczej niż u jego źródła. W wypadku królowej Sinope trudno powiedzieć, skąd zaczerpnął on to imię.The story of the Amazons contained in the Historia adversus paganos of Orosius says nothing about the Amazons, but shows the mentality of the author of this work. Orosius believed in the existence of the kingdom of Amazons. He devoted a lot of space to the Amazons, because he saw them as relatives of the Goths. He wanted to show that the reality of his Christian’s times was no worse than the pagan’s past. Orosius summarized Epitome of Justin. Some names of queens of Amazons are different in Historia adversus paganus than in his source. In the case of Queen Sinope, it’s hard to say why.Publikacja przygotowana/finansowana w ramach programu Ministra Nauki i Szkolnictwa Wyższego pod nazwą DIALOG w latach 2019–2021. Jest wynikiem udziału w projekcie badawczym pt. „Ośrodek badań historii kobiet”, nr 0016/DLG/2019/10.r.suski@uwb.edu.plRobert Suski – doktor habilitowany, profesor Uniwersytetu w Białymstoku. Zatrudniony w Instytucie Historii i Nauk Politycznych. Badacz dziejów antyku. Zainteresowania badawcze koncentruje wokół historii późnego Cesarstwa Rzymskiego, kryzysu wieku III, dziejów tetrarchii, historii politycznej, historii mentalności i kultury oraz późnoantycznej historiografii. Popularyzator wiedzy historycznej za pośrednictwem radia, publikacji popularnonaukowych i wykładów dla młodzieży licealnej.Uniwersytet w BiałymstokuApolonios z Rodos. Argonautyki (Argonautika), ed. É. Delage, F. Vian, (Paris 1974–1981).Arrian. Wyprawa Aleksandra Wielkiego (Anabasis Alexandri), ed. A.G. Roos, (Leipzig 1907).Augustyn. O państwie bożym (De Civitas Dei), ed. P. Walsh, (Oxford 2005–2014).Diodor. Biblioteka Historyczna (Bibliotheca), ed. W. Francis, (London, 1933–1967).Kurcjusz Rufus. Historia Aleksandra Wielkiego (Historiae Alexandri Magni), ed. C. M. Lucarini, (Berlin–New York 2009).Jordanes. Getica, ed. Th. Mommsen, (Berlin 1882).Justyn. Epitome, ed. F. Ruehl, (Leipzig 1886).Historia Augusta, ed. E. Hohl, (Leipzig 1965).Orozjusz. Historia przeciw poganom (Historia adversus paganos), ed. C. Zangemeister, (Vienne 1882).Plutarch. Żywot Aleksandra Wielkiego (Vita Alexandri Magni), ed. K. Ziegler, H. Gärtner, (Stuttgart 1994).Waleriusz Flaccus. Argonautyki, (Argonautica), ed. W.-W. Ehlers, (Stuttgart 1980).Atkinson, John E. A Commentary on Q. Curtius Rufus’ Historiae Ale xandri Magni Books 5 to 7.2, (Amsterdam: A.M. Hakkert, 1994).Arnaud-Lindet Marie-Pierre. Orose, Histoires contre les païens, t. 1, (Paris: Les Belles Lettres, 1990).Baynham, Elizabeth. „Alexander and the Amazons”, Classical Quarterly, Vol. 51, 2001, 115–126.Bosworth, Brian. A Historical Commentary on Arrian’s History of Alexander, Vol. 2: Commentary on Book IV–V, (Oxford: Oxford Clarendon Press, 1995).Braund, David. „Myth and Ritual at Sinope: From Diogenes the Cynic to Sinope the Amazon”, Ancient Civilizations from Scythia to Siberia, Vol. 16, 2010, 11–23.Carney, Elizabeth. „Artifice and Alexander history”, w: A.B. Bosworth, E.J. Baynham (eds.), Alexander the Great in Fact and Fiction, (Oxford: Oxford University Press, 2000).Cobet, Justus. „Orosius’ Weltgeschichte: Tradition und Konstruktion”, Hermes, Vol. 137, 2009, 60–92.Corsini, Eugenio. Introduzione alle »Storie« di Orosio, (Torino: G. Giappichelli, 1968),Daumas, Michele. „Alexandre et la reine des Amazones”, Revue des études anciennes, Vol. 94, 1992, 347–354.Dowden, Ken. „The Amazons: Development and Function”,Rheinisches Museum für Philologie, Vol. 140, 1997, 97–128.Fabbrini, Fabrizio. Paolo Orosio: uno storico, (Roma: Storia e Letteratura, 1979).Fear, Andrew T. Orosius, Seven Books of History Against the Pagans, (Liverpool: Liverpool University Press, 2010).Fink, Guy. Paul Orose et sa conception de l’Histoire, (Paris: Centre de documentation universitaire, 1951).Fink-Errera, Guy. „San Agustin y Orosio. Esquema para un estudio de las fuentes del »De civitate Dei«”, Ciudad de Dios: Revista Agustiniana, Vol. 167, 1954, 455–549.Fox, Robin Lane. Alexander the Great, (London: Penguin Books, 1973).Goetz, Hans-Werner. Die Geschichtstheologie des Orosius, (Darmstadt: Wissenschaftliche Buchgesellschaft, 1980).Heather, Peter J. „The Anti-Scythian Tirade of Synesius’ »De Regno«”, Phoenix. The journal of the Classical Association of Canada, Vol. 42, 1988, 152–172.Heckel, Waldemar. Justin, Epitome of the »Philippic History« of Pompeius Trogus, Vol. I: Books 11–12: Alexander the Great, John Yardley (transl.), Waldemar Heckel (comm.), (Oxford: Oxford Clarendon Press, 1997).Lacroix, Benoît. Orose et ses idées, (Paris: Pontifical Institute of Mediaeval Studies, 1965).Lagarrigue, Georges. „Orose, Histoires (contre les païens). Considérations sur la valeur rhétorique de l’ouvrage”, Pallas, Vol. 48, 1998, 157–171.Lippold, Arnold. „Orosius, christlicher Apologet und römischer Bürger”, Philologus, Vol. 113, 1969, 92–105.Marcone, Arnaldo. „Il Sacco di Roma del 410 nella riflessione di Agostino e di Orosio”, Rivista storica italiana, Vol. 114, 2002, 851–867.Masłowska-Nowak, Ariadna. Amazonki: greckie źródła literackie do historii mitu, (Warszawa: PAN, 1990).Mayor, Adrienne. The Amazons: Lives and Legends of Warrior Women across the Ancient World, (Princeton: Princeton University Press, 2014).Mederer, Erwin. Die Alexanderlegenden bei den ältesten Alexanderhistorikern, (Stuttgart: W. Kohlhammer, 1936).Nawotka, Krzysztof. Aleksander Wielki, (Wrocław: Wyd. Uniwersytetu Wrocławskiego, 2004).Nawotka, Krzysztof. Pseudo-Kallistenes, Romans o Aleksandrze,tłum. Krzysztof Nawotka, (Poznań: Wyd. UAM. 2010).Nuffelen Van, Peter. Orosius and the Rhetoric of History, (Oxford: Oxford University Press, 2012).Nuñez, José Miguel Alonso. „La metodología histórica de Paulo Orosio”, Helmántica, Vol. 136–138, 1994, 373–379.Obrycki, Kazimierz. „Życie i działalność literacka Orozjusza”, Vox Patrum, Vol. 7, 1987, 308–324.Paschoud, François (ét. et trad.), Histoire Auguste. Vies d’Aurélien et de Tacite, (Paris: Les Belles Lettres, 2002).Suski, Robert. Orozjusz i jego źródła (w druku).Syme, Ronald. „The Date of Justin and the Discovery of Trogus”,Historia, Vol. 37, 1988, 358–371.Tarn, William W. Alexander the Great, (Cambridge: Cambridge University Press, 1948).Thompson, Edward A. Hunowie, (Warszawa: PIW, 2015).Torres Rodríguez, Casimiro. Paulo Orosio: su vida y sus obras, (Madrid: Fundación Barrié, 1985).Vidal-Naquet, Pierre. Czarny łowca. Formy myśli i formy życia społecznego w świecie greckim, (Warszawa: Prószyński, 2003).Winiarczyk, Marek. Euhemer z Messeny. Życie i dzieło. Święta historia, (Wrocław: Wyd. Uniwersytetu Wrocławskiego, 2012).Wolfram, Herwig. Historia Gotów, (Warszawa–Gdańsk: Bellona–Marabut, 2003).Yardley, John C. Justin and Pompeius Trogus, (Toronto: University of Toronto Press, 2003).Zecchini, Giuseppe. Justin, Abrégé des Histoires Philippiques de Trogue Pompée. Tome I: Livres I–X, Bernard Mineo (trad.), Giuseppe Zecchini (Notes), (Paris: Les Belles Lettres, 2016).Zwolski, Edward. Kasodor i Jordanes. Historia gocka, czyli scytyjska, (Lublin: TN KUL, 1984).1(10)93",getica,2021,'University of Bialystok',,10.15290/cnisk.2021.01.10.01,https://core.ac.uk/download/481483991.pdf,getica
Jordanes’ Understanding of the Usurpation of Eugenius,"The sixth-century bishop Jordanes was actually in the process of writing, in Constantinople, his de summa temporum vel origine actibusque gentis Romanorum (Romana, after Mommsen) when he was exhorted by his friend Castalius to undertake a summary of Cassiodorus’ Gothic history, de origine actibusque Getarum (Getica, after Mommsen). When he had completed the Getica Jordanes turned his attention once again to the Romana and soon finished it off, publishing it after the Getica in A.D. 551.",getica,1975,Cambridge University Press (CUP),,10.1017/s0066477400004470,http://dx.doi.org/10.1017/s0066477400004470,getica
"Bir Germen, Bir Düşman ve Bir Tarih: Iordanes ve De origine actibusque Getarum","Araştırma projesi -- Ege Üniversitesi, 2018Bu projede, Iordanes tarafından VI. yy.ın ortasında Latince yazılmış bir çalışma olan De origine actibusque Getarum, -kısa adıyla Getica, incelenmiştir. Getica, Doğu Roma İmparatorluğu'nun başkenti İstanbul'da kaleme alınan fakat Romalıları değil Gotları anlatan bir tarih kitabıdır. Buna rağmen, Iordanes Getica'da, gerek Romalılara gerek diğer halklara Gotların tarihiyle ilişkili konularda değinir, dahası onlar hakkında ara sözler yazar. Bulgarlar, Sabirler, Ogurlar ve özellikle de Hunlar bu halklar arasındır. Projede Getica, bir Türk halkları tarihi kaynağı olarak değerlendirilmiş ve Iordanes'in onlar hakkındaki tasvirini anlamak ve tarihselleştirmek adına incelenmiştir. Bu yapılırken bu kapsamın/konunun metnin bütünü içindeki durumu ve Getica ile diğer metinler arasındaki ilişki üzerinde durulmuştur. Dahası metnin el verdiği yerlerde, Iordanes'in diğer, örneğin şifahi, bilgi kaynakları tespit edilmek istenmiştir. Böylelikle Getica'da sunulan tarihsel verilerin niteliği belirginleştirilmeye çalışılmıştır. Buradan hareketle, metnin tarihsel gerçeklik adına açmazlarının yahut diğer taraftan imkânlarının ve muhtemel çıkarım örneklerinin sunulması denenmiştir. Metin içi bağlam ve metinler arası bağlam bu süreçlerde temel çerçeveyi oluşturmuştur. Böylelikle bir Got tarafından yazılmış bir Roma edebiyatı ürünü olan bu tarih çalışmasının, erken dönem batı Avrasya Türk tarihi kesiti için yeni bir okuması denenmiştir. Bu projenin, Türk tarihi araştırmalarına, ayrıca Geç Antikçağ, Avrupa ve Roma tarih araştırmalarının bu tarihle kesişen boyutlarına da katkı sunması umulmaktadır.;Iordanes, Getica, Türk Halkları, 'Kuzey' halkları, Batı Avrasya, Geç Roma Tarihyazımı, Geç Roma İmparatorluğu.;Iordanes, Getica, Turkic People, 'Northern' People, Western Eurasia, Late Roman Historiography, Late Roman Empire",getica,2018,'Ege Universitesi Turk Dunyasi Incelemeleri Dergisi',,,,getica
After Rome,"This chapter focuses on interdynastic marriage during the first Christian centuries, focusing on three texts: Virgil's Aeneid, Jordanes's Getica, and Paul the Deacon's Historia langobardorum. The Aeneid celebrated the union between Aeneas and Lavinia, and thus, between the relatively primitive Latins and the more urbane Trojans. In Getica, the Ostrogothic ethnic historian Jordanes recounts his people's immigration from Scandinavia to the Mediterranean as an increasing assimilation to Roman culture. Getica is about the union between the barbarian Goths and the Byzantines. The chapter concludes with a reading of Historia langobardorum, whose contrast between Rosamund and Theudelinda voiced ambivalence toward the Carolingian conquest of Lombardy and the traumatic marriage diplomacy that seems to have accompanied it.</p",getica,2017,Cornell University Press,,10.7591/cornell/9781501707575.003.0002,,getica
"[Translation] Jordanes, Getica (History of the Goths): A Japanese translation with commentary (1)","This paper offers a Japanese translation of Getica (History of the Goths) written by Jordanes in Latin. The author composed it in Constantinople around 550. Here we publish the chapters 1 to 66. The work consists of three parts, apart from the preface (1-3) and conclusion (316): The first section (4-130) depicts the origin and history of the Goths before their separation into two groups, the second (131-245) the history of the Visigoths, and the last (246-315) that of the Ostrogoths. As the introduction to the translation, we discuss the identification of the author, the characteristics of his works, the importance of Getica as a historical source, and its reception in later centuries",getica,2022,The Society of Area Studies on Eastern Christianity,,10.14989/eoas_6_3,,getica
Jordaneen Goottien historia (Getica 30-46),Teksti-interpretaatio Jordaneen goottien vaiheita käsittelevän Getica-historiateoksen kappaleista 30-46,getica,2018,,,,,getica
"Irma Korkkanen, The Peoples of Hermanarle Jordanes, Getica 116","Hoebanx Jean-Jacques. Irma Korkkanen, The Peoples of Hermanarle Jordanes, Getica 116. In: L'antiquité classique, Tome 45, fasc. 1, 1976. p. 375",getica,1976,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",,,,getica
Concordanze critiche dei Getica di Giordanes: per uno studio della lingua e dello stile dell'autore,Concordanze critiche dei Getica di Giordanes: per uno studio della lingua e dello stile dell'autor,getica,2014,Società culturale Classiconorroena,,10.6093/1123-4717/2344,,getica
"La fonction narrative de l’excursus sur la Bretagne chez Jordanès, Getica, 10-15",Lien de l’excursus sur la Bretagne avec celui sur la Scandinavie; sa fonction dans l’Histoires des Goths de Cassiodore et dans les Getica de Jordanès,getica,2000,,,,,getica
"V. Pârvan. Getica o Protoistorie a Daciei (Mémoires de la Section historique de l'Académie roumaine, série III, tome III, mémoire 2)","Zeiller Jacques. V. Pârvan. Getica o Protoistorie a Daciei (Mémoires de la Section historique de l'Académie roumaine, série III, tome III, mémoire 2). In: Journal des savants, Novembre 1927. pp. 422-423",getica,1927,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",,,,getica
"Théodoric et les fontium miracula. Sur Cassiodore, Variae, IX, 24, 8, et Jordanès, Getica, 109",Note établissant un lien entre l’intérêt scientifique de Théodoric pour les sources prodigieuses (connu par les Variae de Cassiodore) et un passage des Getica de Jordanès,getica,1995,,,,,getica
Sul frammento dei «Getica» di Giordano conservato a Losanna,"Studio paleografico di un antico frammento dei ""Getica"" di Giordano conservato alla Bibliothèque Publique et Universitaire di Losann",getica,2008,'Brepols Publishers NV',,10.1484/m.tema-eb.3.2214,,getica
"Recensione a ""Iordanes. Getica, Edizione, traduzione e commento a cura di Antonino Grillone, Paris, Les belles lettres, 2017, pp. clxxx + 564 (« Auteurs latins du moyen âge »)"".","Recensione al volume ""Iordanes. Getica, Edizione, traduzione e commento a cura di Antonino Grillone, Paris, Les belles lettres, 2017, pp. clxxx + 564 (« Auteurs latins du moyen âge »).",getica,2018,,,,,getica
"Jordanes, the Battle of the Catalaunian Plains, and Constantinople","In his two works, the Romana, a history of the Roman people, and the Getica, a history of the Gothic people, the Illyrian historian Jordanes, whose modern reputation has started to improve, concludes in seemingly different, though in fact complementary, tones. There are clues about the seeming polarity of Jordanes’ respective endings in his detailed description of the Battle of the Catalaunian Plains in the Getica. This battle, replete with epic flavour and Vergilian allusions, contains three poignant points : battle ought to be fought in the open ; the emperor is ultimately responsible for going to war ; opportunities, especially military ones, ought to be seized. These views reflect contemporary (sixth century) concerns, especially amongst the Constantinopolitan elite, about the state of affairs in the Gothic war, evident, in part, in the works of Procopius and Count Marcellinus.Jordanès, la bataille des champs Catalauniques, et Constantinople. Jordanès, historien d’origine illyrienne qui commence de nos jours à avoir meilleure réputation, donne à ses deux ouvrages, les Romana, une histoire du peuple romain, et les Getica, une histoire des Goths, des conclusions, en apparence, différentes, mais, dans les faits, complémentaires. C’est la description détaillée de la bataille des champs Catalauniques dans les Getica qui nous fournit un indice de l’apparente polarité des deux conclusions. Cette description de la bataille, livrée dans un style épique et plein d’allusions à Virgile, prend position sur trois points de manière saisissante : il faut combattre de front, il faut que la décision d’aller en guerre revienne finalement à l’empereur et il faut savoir saisir les occasions de faire la guerre. Ces points de vue reflètent les préoccupations contemporaines (VIe siècle), plus particulièrement au sein de l’élite constantinopolitaine, à propos de la guerre contre les Goths, comme l’attestent en partie les ouvrage de Procope et de Marcellin.Whately Conor. Jordanes, the Battle of the Catalaunian Plains, and Constantinople. In: Dialogues d'histoire ancienne. Supplément n°8, 2013. Discours politique et Histoire dans l’Antiquité. pp. 65-78",getica,2013,"PERSÉE : Université de Lyon, CNRS & ENS de Lyon",,10.3917/dha.hs80.0065,,getica
Le prefazioni di Jordanes alle sue opere: problemi di scansione e di composizione,none1noSulla data e sulla composizione dei cosiddetti Romana e Getica: proposta diversificata dalla dottrina invalsa fino ad ora.noneB. GirottiB. Girott,getica,2021,,,,,getica
"De Caesare, Tiberio et Eutropio in Iordanis Geticis (Iord. Get. 68 et Eutr. 6.17.3)","This paper shows that Iord. Get. 68 is taken from Eutr. Brev. 6.17.3. The intertextuality allows to understand the reason why Tiberius is called Gaius Tiberius, a reading which has been accepted by Mommsen (1882), but refused by Grillone (2017). This (wrong) onomastic pair comes from the Breviarium, since Gaius Tiberius can be found in two manuscripts in the sentence which was copied by Get. 68, therefore the reading should not be corrected in modern editions of the Getica. Moreover, a brief comparison with Cassiodorus and with other passages of the Getica indicates that Iordanes almost certainly took this passage from the lost Gothic History of Cassiodorus",getica,2018,,,,,getica
Sources for the Getica of Jordanes,"Baldwin Barry. Sources for the Getica of Jordanes. In: Revue belge de philologie et d'histoire, tome 59, fasc. 1, 1981. Antiquité. pp. 141-146",getica,1981,'PERSEE Program',,10.3406/rbph.1981.3320,,getica
"Recens. a Iordanes, Getica, ediz. critica, trad. e comm. a cura di A. Grillone, Paris, Les Belles Lettres, 2017","Recensione all'edizione critica, con introduzione, traduzione e commento, dei Getica di Iordanes, curata da Antonino Grillone e pubblicata a Parigi, da Les Belles Lettres, nel 2017",getica,2019,country:IT,,,,getica
"A figura de Átila, rei dos hunos, na história dos godos escrita por Jordanes","http://dx.doi.org/10.5007/1980-4237.2014n16p136A história dos godos de Jordanes – ou Getica – é a mais antiga das histórias restantes de um povo “bárbaro” pós-romano, mas o seu autor alega que ela é um resumo da história gótica escrita por Cassiodoro, que não atravessou a Idade Média. A obra original supostamente foi escrita na Italia durante a década de 520, quando Cassiodoro residia na corte dos reis ostrogodos, mas a de Jordanes foi escrita por volta de 550 em Constantinopolis. Cerca de um sexto da obra de Jordanes trata de eventos envolvendo Átila, rei dos hunos. O relato de Jordanes acerca das estripulias de Átila pode ser lido quase como uma peça literária independente, na qual o protagonista é o povo visigodo como um todo, com o rei dos hunos desempenhando o papel do antagonista malvado que rouba a cena, enquanto o general romano Aécio tem o papel de não muito mais do que um silencioso ajudante menor dos visigodos. No presente trabalho, traduzimos todos os excertos da Getica relativos a Átila e os analisamos a partir de alguns conceitos extraídos da Linguística Sistêmico-Funcional.ABSTRACTThe Gothic history of Jordanes – or Getica – is the oldest extant history of a “barbaric” post-Roman people, but its author also alleges that it is an abridgement of the Gothic history written by Cassiodorus which didn't make it through the Middle Ages. The original work was supposedly written in Italy during the 520s, when Cassiodorus resided on the court of the Ostrogothic kings, but Jordanes' was written around 550 in Constantinople. About a sixth of Jordanes' work deals with events involving Attila, the king of the Huns. Jordanes' account of Attila's shenanigans reads almost like a single, stand-alone literary piece in which the protagonist is the Visigothic people as a whole, with the king of the Huns playing the part of the evil antagonist who steals the scene, while the Roman general Aetius serves as not much more than a silent sidekick to the Visigoths. In the present paper, I translate all the excerpts of the Getica related to Attila and analyse them with the help of some concepts extracted from Systemic Functional Linguistics.Keywords: Late Antiquity; historiography; barbarian invasions; visigoths; huns",getica,2016,Universidade Federal de Santa Catarina (UFSC),,10.5007/1980-4237.2014n16p136,https://core.ac.uk/download/642786573.pdf,getica
A História dos Godos escrita por Jordanes : estudo e tradução.,"Programa de Pós-Graduação em História. Departamento de História, Instituto de Ciências Humanas e Sociais, Universidade Federal de Ouro Preto.A história dos godos de Jordanes, ou Getica, é a mais antiga das histórias restantes de um povo “bárbaro” pós-romano, mas o seu autor alega que ela seria um resumo da história gótica escrita por Cassiodoro, que não atravessou a Idade Média. A obra original foi supostamente escrita na Italia durante a década de 520 ou início da seguinte, quando Cassiodoro residia na corte dos reis ostrogodos, mas a de Jordanes foi escrita por volta de 550, em Constantinopolis. Nosso trabalho consiste em uma análise crítica da Getica, acompanhada da sua tradução para o Português, realizada com o auxílio da Linguística Sistêmico-Funcional. Os principais elementos da nossa análise são: (1) A narrativa de Jordanes acerca da ascensão gótica reflete mudanças de longo-termo na estrutura militar do Império Romano; (2) os godos são enaltecidos através de um dispositivo retórico que criou uma oposição entre “bons” e “maus” bárbaros; (3) Jordanes tinha um conhecimento limitado dos eventos que ocorreram após o ponto final da obra de Cassiodoro.The Gothic history of Jordanes or Getica is the oldest extant history of a “barbaric” post-Roman people, but its author also alleges that it is an abridgement of the Gothic history written by Cassiodorus which didn't make it through the Middle Ages. The original work was supposedly written in Italy during the 520s or early 530s, when Cassiodorus resided on the court of the Ostrogothic kings, but Jordanes' was written around 550 in Constantinople. Our work consists in a critical analysis of the Getica, accompanied by its translation into Portuguese, made with the assistance of Systemic Functional Linguistics. The main features of our analysis are: (I) Jordanes' narrative of Gothic ascension reflects long-term changes in the military structure of the Roman Empire; (II) the Goths are glorified through a rhetorical device which created na opposition between “good” and “bad” barbarians; (III) Jordanes had a limited knowledge of the events that unfolded after the point in which the work of Cassiodorus ended",getica,2019,,,,,getica
"Vasile Pârvan, Getica o protoistorie a Daciei (Academia romana, Memoriile sectiunii istorice, ser. III, tom. III, mem. 2), 1926","Grenier Albert. Vasile Pârvan, Getica o protoistorie a Daciei (Academia romana, Memoriile sectiunii istorice, ser. III, tom. III, mem. 2), 1926. In: Revue des Études Anciennes. Tome 29, 1927, n°3. pp. 328-330",getica,1927,"PERSÉE - ENS de Lyon, Université de Lyon & CNRS",,,,getica
El uso del pasado y el relato sobre el origen de los hunos en la Getica de Jordanes,"Este trabajo pretende arrojar nuevos interrogantes sobre el uso del pasado en la obra de Jordanes. Para ello, nuestro objetivo es el de analizar el relato que describe el origen del pueblo huno incluido en la Getica, para tratar de inferir cuales fueron los motivos por los que Jordanes incorporó dicho relato en su narración sobre los godos, en relación a la historia del reino ostrogodo de Italia.This work seeks to bring new questions concerning the use of the past in the work of Jordanes. In order to do this, my objective is to analyze the story of the origins of the Huns, included in the Getica, to infer which were the aims of Jordanes by adding this fragment in his history of the Goths, especially regarding the history of the Ostrogothic kingdom in Italy.Fil: Ruchesi, Fernando Carlos. Universidad Nacional del Nordeste. Facultad de Humanidades; Argentina.Fil: Ruchesi, Fernando Carlos. Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Investigaciones Geohistóricas; Argentina",getica,2016,Roda da fortuna,,,,getica
Antonino Grillone. Una vita per lo studio e per l'insegnamento,"This article proposes a scientific and human profile of Antonino Grillone, professor of Latin philology at the University of Palermo, who recently passed away. Among his most important studies are the critical editions of the ps. Hyginus’ De metatione castrorum, Dracontius’ Orestis Tragoedia and Iordane’s Getica",getica,2020,country:IT,,,,getica
Kansojen luonnehdinnat Jordaneen Getica-teoksessa,"Jordanes oli 500-luvulla elänyt historioitsija. Hänen elämästään ei tiedetä paljon, mutta hänen oletetaan eläneen Konstantinopolissa ja olleen goottilaista syntyperää. Hänen teoksensa De origine actibusque Getarum eli Getica pohjautuu Cassiodoruksen Goottien historiaan, joka on hävinnyt. Gootit olivat germaaniheimo, jolla oli merkittävä rooli Länsi-Rooman luhistumiseen johtaneissa tapahtumissa. Jordaneen Getica kuvaa goottien muuton heidän alkukodistaan Scandiasta ja heidän vaiheensa 500-luvulle asti. Tässä tutkimuksessa tarkastelen Jordaneen kuvauksia eri kansoista. Analysoin, minkälaisia kuvailevia sanoja ja muita retorisia keinoja hän käyttää kansoja luonnehtiessaan ja ehdotan syitä näille valinnoille. Tämä tutkimus osoittaa, että Jordanes on yhdenmukaisesti kuvannut kansat siten, että gootit näyttäytyvät myönteisessä valossa ja tasavertaisina roomalaisten kanssa. Hänen käyttämänsä kuvailevat sanat ovat goottien kohdalla lähes yksinomaan positiivisia. Goottien vaiheiden kuvauksessa erottuu kolme pääteemaa, joilla goottien historia saadaan vaikuttamaan mahtavalta: goottien historian yhdistely roomalaisten hyvin tuntemiin taruihin, geeteistä ja skyytialaisista kansoista kertovien lähteiden hyödyntäminen ja goottikuningas Ermanarikin hahmon kohottaminen tarunhohtoiseen asemaan. Muiden barbaarikansojen kuvauksissa toistuvat eläimellisyyden ja petollisuuden teemat, jotka erottavat gootit muista barbaarikansoista. Tutkimus osoittaa Jordaneella olleen toistuvia retorisia keinoja goottien suosimiseen sekä oman asiantuntijuutensa todistamiseen. Johtopäätösten tekemistä vaikeuttavat kuitenkin Jordaneen latinan ajoittainen tulkinnanvaraisuus sekä Cassiodoruksen vaikutus Getican kirjoittamisessa",getica,2020,,,,,getica
The use of the past and the Huns’ origin story in Jordanes’ Getica,"Este trabajo pretende arrojar nuevos interrogantes sobre el uso del pasado en la obra de Jordanes. Para ello, nuestro objetivo es el de analizar el relato que describe el origen del pueblo huno incluido en la Getica, para tratar de inferir cuales fueron los motivos por los que Jordanes incorporó dicho relato en su narración sobre los godos, en relación a la historia del reino ostrogodo de Italia.This work seeks to bring new questions concerning the use of the past in the work of Jordanes. In order to do this, my objective is to analyze the story of the origins of the Huns, included in the Getica, to infer which were the aims of Jordanes by adding this fragment in his history of the Goths, especially regarding the history of the Ostrogothic kingdom in Italy.Fil: Ruchesi, Fernando Carlos. Consejo Nacional de Investigaciones Científicas y Técnicas. Centro Científico Tecnológico Conicet - Nordeste. Instituto de Investigaciones Geohistóricas. Universidad Nacional del Nordeste. Instituto de Investigaciones Geohistóricas; Argentin",getica,2016,Roda da Fortuna,,,https://core.ac.uk/download/158836629.pdf,getica
Contos de uma insurreição. A Batalha do Rio Nedao e a Revolta Fictícia dos Povos Germanos,"The aim of this paper is to explore and call into question the account of the insurrection of a number of Germanic tribes against the Huns, in the so called Battle of Nedao River (second half of the fifth century). The testimony of this battle, recorded by Jordanes, represents the end of the submission of many Germanic and nomadic groups and the end of the excessive oppression of Attila’s sons, Elac, Hernac and Dengzic. According to Jordanes, after the death of the famous Hunnic king, his sons started treating their subject nations as slaves, which led Ardaric, the Gepid king, to foment a revolt that claimed Elac’s life and ended the Hunnic hegemony in the Balkans. I believe that this battle is a rhetorical creation of Jordanes: as the only author who mentions this fact, Jordanes wanted to create a historiographical explanation to delimit the end of real Hunnic authority and, at the same, to elucidate the social and political chaos in the Balkans during the end of the fifth and most of the sixth centuries",jordanes,2015,'Modern Language Association',,10.17613/m62j6j,https://core.ac.uk/download/147824309.pdf,jordanes
Two Notes on P. Merton II 100,"The papyrus now accessible as P. Merton II 100 was first edited by H.I. Bell as A Requisitioning Order for Taxes in Kind, in Aegyptus, fasc.2 (1951) (Raccolta Vitelli), pp. 307-12, and subsequently reprinted as SB VI 9232. The document, written during the emirate of Jordanes (ca. A.D. 699-704), is dated 23 Phaophi of the thirteen indiction (21 October 699). Difficulties of decipherment are owed to the colors of the inks that were used (they fade into the color of papyrus itself), the frequent use of abbreviation, and the extreme cursiveness of the second hand (lines 5-8). Nevertheless, some improvements in the text can be made once it is recognized that the Merton papyrus belongs to a group of requisitions that also includes Stud.Pal. III 253-54 and VIII 1085. The emendations proposed here may be verified against the plate that accompanies the Merton edition",jordanes,1975,Loyola eCommons,,,https://core.ac.uk/download/48606539.pdf,jordanes
